ID,BROKERTITLE,TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,FORMATTED_ADDRESS,LATITUDE,LONGITUDE,COUNTY
678,Brokered by Corcoran Park Avenue South,House for sale,395000,3,1,430.0,"56 Pine St #10e, New York, NY 10005, USA",40.7068323,-74.0083798,New York County
679,Brokered by Keller Williams Legendary,Co-op for sale,368000,2,2,2184.207862,"18-05 215th St #12h, Bayside, NY 11360, USA",40.784673,-73.775263,Queens County
680,Brokered by Re/Max Edge,Multi-family home for sale,999999,5,2,2754.0,"184 Lovelace Ave, Staten Island, NY 10312, USA",40.5509337,-74.1745249,Richmond County
681,Brokered by Re/Max In The City,Condo for sale,374900,1,1,782.0,"2287 Johnson Ave #12b, Bronx, NY 10463, USA",40.8778771,-73.9188767,Bronx County
682,Brokered by Best Service Realty Corp.,Co-op for sale,365000,2,1,2184.207862,"3730 83rd St Apt 2h, Jackson Heights, NY 11372, USA",40.7493341,-73.8834178,Queens County
683,Brokered by Station Cities,Multi-family home for sale,999000,7,3,3036.0,"784 Elton Ave, Bronx, NY 10451, USA",40.8214661,-73.9132049,Bronx County
684,Brokered by Keller Williams Rlty Landmark,House for sale,825000,3,2,2184.207862,"62-72 Wetherole St, Flushing, NY 11374, USA",40.7291225,-73.8672746,Queens County
685,Brokered by TREBACH REALTY INC,House for sale,889000,3,2,2184.207862,"6012 Delafield Ave, Bronx, NY 10471, USA",40.9086225,-73.9024315,Bronx County
686,Brokered by Ditommaso Real Estate,Co-op for sale,225000,2,1,789.0,"1100 Clove Rd #2d, Staten Island, NY 10301, USA",40.6189484,-74.1071576,Richmond County
687,Brokered by EXP Realty,House for sale,799500,2,2,2250.0,"627 Rockaway St, Staten Island, NY 10307, USA",40.5017889,-74.2393231,Richmond County
688,Brokered by Coldwell Banker American Homes,House for sale,779000,2,2,2184.207862,"1947 Hendrickson St, Brooklyn, NY 11234, USA",40.6134102,-73.927727,Kings County
689,Brokered by Winzone Realty Inc,Multi-family home for sale,1880000,7,2,3240.0,"415 72nd St, Brooklyn, NY 11209, USA",40.6327207,-74.0236917,Kings County
690,Brokered by TREBACH REALTY INC,Co-op for sale,480000,3,2,2184.207862,"3901 Independence Ave Apt 2n, Bronx, NY 10463, USA",40.8890266,-73.9131785,Bronx County
691,Brokered by Island Advantage Realty Llc,House for sale,820000,4,3,2184.207862,"150-08 Grand Central Pkwy, Jamaica, NY 11432, USA",40.7154424,-73.8098159,Queens County
692,Brokered by New York Residential R E,Co-op for sale,385000,2,1,800.0,"16034 Cross Island Pkwy 6 202, Whitestone, NY 11357, USA",40.7865407,-73.8018825,Queens County
693,Brokered by Jacobson Realty Ltd,House for sale,709999,4,2,2184.207862,"220-45 138th Ave, Jamaica, NY 11413, USA",40.6736664,-73.7504403,Queens County
694,Brokered by EXIT REALTY PRIME,House for sale,699000,3,2,1500.0,"115-11 126th St, South Ozone Park, NY 11420, USA",40.6785308,-73.8130811,Queens County
695,Brokered by Ilite Realty Inc,Condo for sale,649000,3,2,1400.0,"1220 Ave Y, Brooklyn, NY 11235, USA",40.5895025,-73.9579253,Kings County
696,Brokered by Exp Realty,Co-op for sale,325000,2,1,750.0,"129 E 102nd St #5b, New York, NY 10029, USA",40.78987,-73.9483335,New York County
697,Brokered by RE MAX Edge,House for sale,999000,3,1,1392.0,"1648 Marine Pkwy, Brooklyn, NY 11234, USA",40.6123969,-73.9422162,Kings County
698,Brokered by Harbor Properties International LLC,Condo for sale,3895000,3,3,1884.0,"70 Little W St #26b, New York, NY 10004, USA",40.7069489,-74.0169068,New York County
699,Brokered by Corcoran Brooklyn Heights,Co-op for sale,699000,1,1,2184.207862,"114 Remsen St, Brooklyn, NY 11201, USA",40.6938368,-73.9941354,Kings County
700,Brokered by Joyce Realty,Co-op for sale,249000,2,1,800.0,"12 Edgewater Park, Bronx, NY 10465, USA",40.8224877,-73.8109803,Bronx County
701,Brokered by EXP Realty,Townhouse for sale,1290000,3,2,1998.0,"1867 W 4th St, Brooklyn, NY 11223, USA",40.6021136,-73.9764056,Kings County
702,Brokered by MAK Estates,Multi-family home for sale,850000,4,2,2375.0,"18 Salamander Ct, Staten Island, NY 10309, USA",40.5382166,-74.2235176,Richmond County
703,"Brokered by Robert Defalco Realty, Inc.",House for sale,588000,3,2,1140.0,"111 E Raleigh Ave, Staten Island, NY 10310, USA",40.627807,-74.11527,Richmond County
704,Brokered by Century Homes Realty Group LLC,House for sale,1790000,4,2,2184.207862,"69-55 Kessel St, Flushing, NY 11375, USA",40.7143213,-73.85144,Queens County
705,Brokered by Best American Homes Inc,Multi-family home for sale,1175000,9,3,2184.207862,"32-27 92nd St, Flushing, NY 11369, USA",40.7579132,-73.8760761,Queens County
706,Brokered by Douglas Elliman - Garden City,House for sale,579000,4,2,2184.207862,"1523 Bayview Ave, Bronx, NY 10465, USA",40.8454504,-73.81776,Bronx County
707,"Brokered by Robert E. Hill, Inc.",Co-op for sale,249000,1,1,850.0,"601 Kappock St #3n, Bronx, NY 10463, USA",40.8789773,-73.916004,Bronx County
708,Brokered by United Realty Associates,House for sale,2480000,3,2,3600.0,"15106 25th Ave, Whitestone, NY 11357, USA",40.7754585,-73.8125494,Queens County
709,Brokered by Elite Real Estate Group 1 Llc,Multi-family home for sale,999000,4,3,2270.0,"2415 Throop Ave, Bronx, NY 10469, USA",40.8614806,-73.8513941,Bronx County
710,Brokered by Keller Williams Realty Liberty,Co-op for sale,228500,1,1,750.0,"12335 82nd Rd Apt 7h, Kew Gardens, NY 11415, USA",40.7115099,-73.82872,Queens County
711,Brokered by Keller Williams Rlty Landmark,Co-op for sale,305000,2,1,2184.207862,"164- 11 Willets Point Blvd #2, Whitestone, NY 11357, USA",40.783465,-73.7990603,Queens County
712,Brokered by Hudson Group Realty Network Inc,Multi-family home for sale,1500000,6,2,3600.0,"344 W 121st St, New York, NY 10027, USA",40.8082664,-73.9550742,New York County
713,Brokered by American Homes Group,Multi-family home for sale,778000,4,3,2185.0,"126 Elizabeth St, Staten Island, NY 10310, USA",40.6308436,-74.1204059,Richmond County
714,Brokered by E Realty International Corp,House for sale,850000,3,2,1320.0,"151-23 12th Rd, Flushing, NY 11357, USA",40.7907048,-73.8110968,Queens County
715,Brokered by Cross Country Realty,House for sale,428000,3,3,2184.207862,"1126 E 73rd St, Brooklyn, NY 11234, USA",40.6274951,-73.915694,Kings County
716,Brokered by Elegran Real Estate And Development,Co-op for sale,639000,1,1,2184.207862,"45 East End Ave #5e, New York, NY 10028, USA",40.77172,-73.9467052,New York County
717,Brokered by 5 Boro Realty Corp,House for sale,835000,3,2,2184.207862,"4408 Flatlands Ave, Brooklyn, NY 11234, USA",40.6226706,-73.9327329,Kings County
718,Brokered by Douglas Elliman - Bayside,House for sale,1250000,3,2,1560.0,"28-39 213th St, Flushing, NY 11360, USA",40.7756208,-73.7758933,Queens County
719,Brokered by Remax Edge - RE/MAX EDGE,House for sale,1695000,5,3,2160.0,"68 74th St, Brooklyn, NY 11209, USA",40.633504,-74.034181,Kings County
720,Brokered by REALHome Services & Solutions,House for sale,502900,4,2,1440.0,"11718 Nashville Blvd, Queens, NY 11411, USA",40.6958663,-73.7450046,Queens County
721,Brokered by Giner Real Estate Inc.,Multi-family home for sale,749000,4,2,1420.0,"2119 Lurting Ave, Bronx, NY 10461, USA",40.8547724,-73.8583315,Bronx County
722,Brokered by JAPHOMES Inc,Multi-family home for sale,529000,5,2,2248.0,"216 B 31st St, Far Rockaway, NY 11691, USA",40.5952037,-73.7634372,Queens County
723,Brokered by Metro Net Realty Llc,House for sale,705000,2,2,2184.207862,"76-22 57th Rd, Flushing, NY 11379, USA",40.727192,-73.883684,Queens County
724,Brokered by Sotheby's International Realty - Downtown Manhattan,Co-op for sale,549000,1,1,2184.207862,"535 E 72nd St #4a, New York, NY 10021, USA",40.7662222,-73.9516342,New York County
725,Brokered by EXP Realty,Co-op for sale,335000,2,1,745.0,"3535 82nd St Apt 24, Jackson Heights, NY 11372, USA",40.7517899,-73.88467,Queens County
726,Brokered by Coldwell Banker American Homes,House for sale,599000,3,2,2184.207862,"312F Beach 101st St, Rockaway Park, NY 11694, USA",40.5853206,-73.8221893,Queens County
727,Brokered by Matias Real Estate,Townhouse for sale,334999,1,2,1059.0,"306 Ilyssa Way, Staten Island, NY 10312, USA",40.560143,-74.1854357,Richmond County
728,Brokered by TREBACH REALTY INC,Co-op for sale,295000,1,1,2184.207862,"3001 Henry Hudson Pkwy, Bronx, NY 10463, USA",40.883124,-73.9164633,Bronx County
729,Brokered by SIMPLON ENTERPRISES INC,House for sale,560000,3,2,2184.207862,"815 Havemeyer Ave, Bronx, NY 10473, USA",40.824234,-73.84638,Bronx County
730,Brokered by Sotheby's International Realty - Downtown Manhattan,Co-op for sale,549000,1,1,2184.207862,"535 E 72nd St #4a, New York, NY 10021, USA",40.7662222,-73.9516342,New York County
731,Brokered by EXP Realty,Co-op for sale,335000,2,1,745.0,"3535 82nd St Apt 24, Jackson Heights, NY 11372, USA",40.7517899,-73.88467,Queens County
732,Brokered by Matias Real Estate,Townhouse for sale,334999,1,2,1059.0,"306 Ilyssa Way, Staten Island, NY 10312, USA",40.560143,-74.1854357,Richmond County
733,Brokered by TREBACH REALTY INC,Co-op for sale,295000,1,1,2184.207862,"3001 Henry Hudson Pkwy, Bronx, NY 10463, USA",40.883124,-73.9164633,Bronx County
734,Brokered by BERGEN BASIN REALTY,House for sale,799000,3,2,2279.0,"6911 Avenue Y, Brooklyn, NY 11234, USA",40.6131995,-73.9019711,Kings County
735,Brokered by COMPASS,Condo for sale,720000,3,2,1046.0,"782 Madison St #1a, Brooklyn, NY 11221, USA",40.6873745,-73.9264057,Kings County
736,Brokered by Red Door Realty Group,Contingent,249999,1,1,750.0,"3747 Amboy Rd #2a, Staten Island, NY 10308, USA",40.5523555,-74.1450647,Richmond County
737,Brokered by La Rosa Realty New York Llc,House for sale,850000,3,2,2184.207862,"135-20 Lefferts Blvd, Jamaica, NY 11420, USA",40.6699378,-73.8213422,Queens County
738,Brokered by RE MAX Real Estate Professionals,Multi-family home for sale,750000,3,2,2184.207862,"457 Van Sicklen St, Brooklyn, NY 11223, USA",40.5931071,-73.9753582,Kings County
739,Brokered by Nyc Elite Homes Inc,House for sale,650000,2,2,896.0,"76-18 251st St, Jamaica, NY 11426, USA",40.7452362,-73.7204545,Queens County
740,Brokered by CHRISTIE'S INT.REAL ESTATE GROUP,Townhouse for sale,4845000,9,6,5939.0,"2099 5th Ave, New York, NY 10035, USA",40.808933,-73.940052,New York County
741,Brokered by COMPASS,Co-op for sale,580000,1,1,2184.207862,"305 W 55th St #2a, New York, NY 10019, USA",40.7657861,-73.9842196,New York County
742,Brokered by Corcoran East Side,Co-op for sale,887785,2,2,2184.207862,"57-5 Main St #1602, Flushing, NY 11355, USA",40.7462427,-73.8259167,Queens County
743,Brokered by RE MAX Real Estate Professionals,Condo for sale,499999,3,1,701.0,"2362 E 13th St #2b, Brooklyn, NY 11229, USA",40.5925315,-73.9574046,Kings County
744,Brokered by Ardebili Michael,Pending,599000,4,2,1348.0,"1527 Gillespie Ave #1a, Bronx, NY 10461, USA",40.84296,-73.8312695,Bronx County
745,Brokered by Douglas Elliman - Garden City,Pending,1149000,5,4,2169.0,"48 Highland Pl, Brooklyn, NY 11208, USA",40.6841571,-73.8820567,Kings County
746,Brokered by REALHome Services & Solutions,House for sale,764600,4,2,1884.0,"187 Greencroft Ave, Staten Island, NY 10308, USA",40.5496155,-74.1391082,Richmond County
747,Brokered by Prince & Associates Realty Grp,Condo for sale,699900,1,1,2184.207862,"1125 47th Ave APT 1, Long Island City, NY 11101, USA",40.745068,-73.949763,Queens County
748,"Brokered by Garfield, Leslie J. & Co., Inc.",Townhouse for sale,5495000,5,4,4296.0,"769 Carroll St, Brooklyn, NY 11215, USA",40.6729621,-73.9751283,Kings County
749,Brokered by Winzone Realty Inc,House for sale,3900000,5,6,7723.0,"144-46 Boulevard, Malba, NY 11357, USA",40.7924222,-73.8260759,Queens County
750,Brokered by Brown Harris Stevens,Co-op for sale,999000,2,2,2184.207862,"531 Main St #520, New York, NY 10044, USA",40.7617289,-73.9502411,New York County
751,Brokered by COMPASS,Townhouse for sale,10495000,7,4,5100.0,"48 Garden Pl, Brooklyn, NY 11201, USA",40.6919769,-73.9967879,Kings County
752,Brokered by Keller Williams Realty Greater Nassau,Co-op for sale,188000,3,1,2184.207862,"6011 Broadway Apt L5, Woodside, NY 11377, USA",40.7511899,-73.90201,Queens County
753,"Brokered by Robert Defalco Realty, Inc.",House for sale,499900,3,2,1232.0,"40 Bunnell Ct, Staten Island, NY 10312, USA",40.5527401,-74.1995549,Richmond County
754,Brokered by COMPASS,Co-op for sale,545000,1,1,2184.207862,"28 W 87th St #4a, New York, NY 10024, USA",40.7863158,-73.9702042,New York County
755,Brokered by Asimina Perikleous,Condo for sale,705000,2,2,2184.207862,"6641 69th St # P-1, Flushing, NY 11379, USA",40.7135957,-73.8863491,Queens County
756,Brokered by RE/MAX Team,House for sale,1289000,4,4,2184.207862,"257-03 80th Ave, Queens, NY 11004, USA",40.7445255,-73.7137434,Queens County
757,Brokered by Sold By Bart R E Partners Inc,Co-op for sale,389000,2,1,2184.207862,"6219 53rd Ave Apt 3p, Maspeth, NY 11378, USA",40.7317199,-73.90176,Queens County
758,Brokered by Homedax Real Estate Llc,Co-op for sale,350000,2,1,2184.207862,"414 61st St #4a, Brooklyn, NY 11220, USA",40.6397364,-74.0186847,Kings County
759,Brokered by RE/MAX Team,House for sale,1289000,4,4,2184.207862,"257-03 80th Ave, Queens, NY 11004, USA",40.7445255,-73.7137434,Queens County
760,"Brokered by Robert Defalco Realty, Inc.",House for sale,499900,3,2,1232.0,"40 Bunnell Ct, Staten Island, NY 10312, USA",40.5527401,-74.1995549,Richmond County
761,Brokered by Homedax Real Estate Llc,Co-op for sale,350000,2,1,2184.207862,"414 61st St #4a, Brooklyn, NY 11220, USA",40.6397364,-74.0186847,Kings County
762,Brokered by Corcoran SoHo,Condo for sale,295000,3,1,2184.207862,"48 W 138th St #6f, New York, NY 10037, USA",40.8153693,-73.9384161,New York County
763,Brokered by SkyLimit Realty Group,Multi-family home for sale,918000,4,3,2184.207862,"88-04 69th Rd, Forest Hills, NY 11375, USA",40.7093093,-73.8548324,Queens County
764,Brokered by EXP Realty,Multi-family home for sale,1799000,4,3,3176.0,"100-05 69th Ave, Forest Hills, NY 11375, USA",40.7196606,-73.8507871,Queens County
765,Brokered by RE MAX Edge,Multi-family home for sale,989000,4,2,1827.0,"2374 E 17th St, Brooklyn, NY 11229, USA",40.5927382,-73.9536851,Kings County
766,Brokered by Re/Max Real Estate Professionals,Multi-family home for sale,890000,5,2,2144.0,"146 Cedar Ave, Staten Island, NY 10305, USA",40.5960203,-74.0673498,Richmond County
767,Brokered by Cohen And Cohen Consulting,Condo for sale,469888,2,2,1164.0,"152 Tier St, Bronx, NY 10464, USA",40.8480712,-73.7861809,Bronx County
768,Brokered by Ubiq,Co-op for sale,310000,2,1,2184.207862,"655 Riverside Dr #5a, New York, NY 10031, USA",40.8255972,-73.9529963,New York County
769,Brokered by Brown Harris Stevens,Co-op for sale,479000,1,1,2184.207862,"335 W 85th St #4a, New York, NY 10024, USA",40.788879,-73.9794905,New York County
770,Brokered by Winzone Realty Inc,House for sale,1290000,4,3,2184.207862,"141-03 15th Ave, Flushing, NY 11357, USA",40.7848355,-73.8276854,Queens County
771,Brokered by COMPASS,Townhouse for sale,4250000,3,4,3376.0,"189 Prospect Pl #1, Brooklyn, NY 11238, USA",40.6781953,-73.9702616,Kings County
772,Brokered by COMPASS,House for sale,899000,3,2,2184.207862,"46-2 190th St, Flushing, NY 11358, USA",40.7523748,-73.7900912,Queens County
773,Brokered by Douglas Elliman - 575 Madison Ave,House for sale,16500000,2,2,5834.0,"245 W 18th St, New York, NY 10011, USA",40.7420282,-73.9997276,New York County
774,Brokered by Joyce Realty,Co-op for sale,659000,3,2,1300.0,"3 Edgewater Park #3a, Bronx, NY 10465, USA",40.8224429,-73.8109606,Bronx County
775,Brokered by Fave Realty Inc,House for sale,1150000,5,3,2184.207862,"162-31 91st St, Howard Beach, NY 11414, USA",40.6529502,-73.8400922,Queens County
776,Brokered by Sowae Corp,Multi-family home for sale,499000,5,2,2184.207862,"752 Rutland Rd, Brooklyn, NY 11203, USA",40.6601399,-73.9354891,Kings County
777,Brokered by Landmark Realty,House for sale,725000,3,2,1476.0,"480 Lynn St, Staten Island, NY 10306, USA",40.5582278,-74.1173549,Richmond County
778,Brokered by Century Homes Realty Group LLC,Condo for sale,929000,3,2,2184.207862,"24010A Oak Park Dr # 23a, Douglaston, NY 11362, USA",40.7459681,-73.7331069,Queens County
779,Brokered by Magic Of Great Neck Realty Inc,Co-op for sale,629000,2,2,1600.0,"27110 Grand Central Pkwy #22n, Queens Village, NY 11005, USA",40.7564761,-73.7212008,Queens County
780,"Brokered by Robert Defalco Realty, Inc.",House for sale,285000,3,1,1428.0,"72 Holland Ave, Staten Island, NY 10303, USA",40.6384738,-74.1714633,Richmond County
781,Brokered by NextHome Empire,Co-op for sale,315000,2,1,2184.207862,"21-48 35th St #5b, Queens, NY 11105, USA",40.7758184,-73.907993,Queens County
782,Brokered by E Realty International Corp,Condo for sale,698000,2,2,824.0,"142-18 38th Ave #7d, Queens, NY 11354, USA",40.7616652,-73.826414,Queens County
783,Brokered by S H V Real Estate Corp,House for sale,849000,4,3,2184.207862,"87-01 Commonwealth Blvd, Jamaica, NY 11426, USA",40.7299635,-73.7195673,Queens County
784,Brokered by COMPASS,Townhouse for sale,1775000,6,4,4900.0,"642 W 207th St, New York, NY 10034, USA",40.8685757,-73.9220436,New York County
785,Brokered by Sotheby's International Realty - Downtown Manhattan,Townhouse for sale,3850000,4,2,2160.0,"420 E 84th St, New York, NY 10028, USA",40.7750748,-73.9496097,New York County
786,Brokered by Brown Harris Stevens - 1926 Broadway,Condo for sale,4500000,5,4,3180.0,"377 Rector Pl, New York, NY 10280, USA",40.709894,-74.017865,New York County
787,Brokered by Elite Real Estate Group 1 Llc,House for sale,465000,2,2,988.0,"659 Wilcox Ave, Bronx, NY 10465, USA",40.8285177,-73.8155198,Bronx County
788,Brokered by Wonica REALTORS & Appraisers,Contingent,869900,4,2,2280.0,"25 Copley St, Staten Island, NY 10314, USA",40.5873346,-74.1553517,Richmond County
789,Brokered by Ditommaso Real Estate,House for sale,799000,3,2,864.0,"310 Montreal Ave, Staten Island, NY 10306, USA",40.5593089,-74.1264964,Richmond County
790,Brokered by Great Riches Realty,Condo for sale,290000,1,1,2184.207862,"65-50 Wetherole St, Flushing, NY 11374, USA",40.7255887,-73.8589005,Queens County
791,Brokered by Keller Williams Realty Group,House for sale,575000,5,3,2076.0,"627 E 236th St, Bronx, NY 10466, USA",40.8965002,-73.8585406,Bronx County
792,Brokered by Great Riches Realty,Condo for sale,290000,1,1,2184.207862,"65-50 Wetherole St, Flushing, NY 11374, USA",40.7255887,-73.8589005,Queens County
793,Brokered by Blue Sky Realty Group LLC,Pending,500000,5,3,2472.0,"1158 54th St, Brooklyn, NY 11219, USA",40.6339137,-73.9982004,Kings County
794,Brokered by Diamond Real Inc,House for sale,2750000,3,5,4600.0,"2317 E 63rd St, Brooklyn, NY 11234, USA",40.6126355,-73.909459,Kings County
795,Brokered by Keller Williams NYC,Condo for sale,495000,2,1,766.0,"69 Bennett Ave Apt 509, New York, NY 10033, USA",40.8525968,-73.9352912,New York County
796,Brokered by Pemberley Estates Inc.,Multi-family home for sale,1199000,4,4,2279.0,"158 Cloverdale Ave, Staten Island, NY 10308, USA",40.545515,-74.156447,Richmond County
797,Brokered by Brown Harris Stevens- 3531 Johnson Avenue,Co-op for sale,605000,3,2,1500.0,"2575 Palisade Ave #1l, Bronx, NY 10463, USA",40.8818819,-73.921791,Bronx County
798,Brokered by COMPASS,Co-op for sale,550000,2,1,2184.207862,"611 41st St, Brooklyn, NY 11232, USA",40.6487997,-74.0024232,Kings County
799,Brokered by Direct Access Real Estate Inc,House for sale,768000,3,2,1065.0,"32-50 204th St, Flushing, NY 11361, USA",40.7693375,-73.7854318,Queens County
800,Brokered by Sotheby's International Realty - Downtown Manhattan,Condo for sale,2099000,3,2,1711.0,"100 Jay St #16a, Brooklyn, NY 11201, USA",40.7019735,-73.9869044,Kings County
801,Brokered by RE MAX City Square,Co-op for sale,575000,3,2,1480.0,"3903 Nostrand Ave. #5p, Brooklyn, NY 11235, USA",40.5886056,-73.9394034,Kings County
802,Brokered by Exp Realty,House for sale,639000,3,2,1224.0,"2919 Greene Pl, Bronx, NY 10465, USA",40.832149,-73.8265941,Bronx County
